alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"energie, règlement ue n° 1169/2011 (kj/100 g)","energie, règlement ue n° 1169/2011 (kcal/100 g)","energie, n x facteur jones, avec fibres  (kj/100 g)","energie, n x facteur jones, avec fibres  (kcal/100 g)",eau (g/100 g),"protéines, n x facteur de jones (g/100 g)","protéines, n x 6.25 (g/100 g)",glucides (g/100 g),lipides (g/100 g),sucres (g/100 g),fructose (g/100 g),galactose (g/100 g),glucose (g/100 g),lactose (g/100 g),maltose (g/100 g),saccharose (g/100 g),amidon (g/100 g),fibres alimentaires (g/100 g),polyols totaux (g/100 g),cendres (g/100 g),alcool (g/100 g),acides organiques (g/100 g),ag saturés (g/100 g),ag monoinsaturés (g/100 g),ag polyinsaturés (g/100 g),"ag 4:0, butyrique (g/100 g)","ag 6:0, caproïque (g/100 g)","ag 8:0, caprylique (g/100 g)","ag 10:0, caprique (g/100 g)","ag 12:0, laurique (g/100 g)","ag 14:0, myristique (g/100 g)","ag 16:0, palmitique (g/100 g)","ag 18:0, stéarique (g/100 g)","ag 18:1 9c (n-9), oléique (g/100 g)","ag 18:2 9c,12c (n-6), linoléique (g/100 g)","ag 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","ag 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","ag 20:5 5c,8c,11c,14c,17c (n-3) epa (g/100 g)","ag 22:6 4c,7c,10c,13c,16c,19c (n-3) dha (g/100 g)",cholestérol (mg/100 g),sel chlorure de sodium (g/100 g),calcium (mg/100 g),chlorure (mg/100 g),cuivre (mg/100 g),fer (mg/100 g),iode (µg/100 g),magnésium (mg/100 g),manganèse (mg/100 g),phosphore (mg/100 g),potassium (mg/100 g),sélénium (µg/100 g),sodium (mg/100 g),zinc (mg/100 g),rétinol (µg/100 g),beta-carotène (µg/100 g),vitamine d (µg/100 g),vitamine e (mg/100 g),vitamine k1 (µg/100 g),vitamine k2 (µg/100 g),vitamine c (mg/100 g),vitamine b1 ou thiamine (mg/100 g),vitamine b2 ou riboflavine (mg/100 g),vitamine b3 ou pp ou niacine (mg/100 g),vitamine b5 ou acide pantothénique (mg/100 g),vitamine b6 (mg/100 g),vitamine b9 ou folates totaux (µg/100 g),vitamine b12 (µg/100 g)
1,103,10301,entrées et plats composés,plats composés,,25565,Yakitori (brochettes japonaises grillées en sauce),,727.0,172.0,727.0,172.0,,26.0,26.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,706.0,,,,31.0,,220.0,340.0,,475.0,,,,,,,,,,,,,,,
1,103,10301,entrées et plats composés,plats composés,,25585,"Brochette de boeuf, cuite",,583.0,139.0,583.0,139.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,23.0,445.0,,,,25.0,,200.0,430.0,,345.0,,,,,,,,,,,,,,,
1,103,10301,entrées et plats composés,plats composés,,25586,"Brochette de volaille, cuite",,576.0,137.0,576.0,137.0,68.0,,,,4.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,13.0,465.0,,,,33.0,,230.0,520.0,,299.0,,,,,,,,,,,,,,,
1,103,10302,entrées et plats composés,plats composés,,25009,"Hachis parmentier à la viande, préemballé",,577.0,138.0,577.0,138.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,20.0,,,482.0,,,,,,,184.0,,322.0,,,0.0,,,,,,,,,,,,
1,103,10302,entrées et plats composés,plats composés,,25029,Couscous au mouton,,626.0,149.0,626.0,149.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,607.0,,,3.0,,,,187.0,,322.0,,0.0,724.0,,,,,5.0,,,,,,18.0,
1,103,10302,entrées et plats composés,plats composés,,25043,"Couscous à la viande ou au poulet, préemballé, allégé",,382.0,,382.0,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,16.0,,22.0,,,,,17.0,,88.0,148.0,,300.0,,34.0,779.0,,,,,7.0,,,2.0,,,18.0,
1,103,10302,entrées et plats composés,plats composés,,25057,"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts, préemballée",,702.0,168.0,702.0,168.0,65.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,26.0,465.0,,,,20.0,,88.0,390.0,,260.0,,,,,,,,,,,,,,,
1,103,10302,entrées et plats composés,plats composés,,25127,"Couscous royal (avec plusieurs viandes), préemballé",,553.0,132.0,553.0,132.0,,,,14.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,20.0,,,474.0,,,,,,,179.0,,345.0,,,700.0,0.0,,,,,,,,,,,
1,103,10302,entrées et plats composés,plats composés,,25138,Couscous au poulet,,547.0,130.0,547.0,130.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,674.0,,,3.0,,,69.0,153.0,,307.0,,14.0,700.0,,,,,,,,,,,,
1,103,10302,entrées et plats composés,plats composés,,25152,"Couscous à la viande, préemballé",,537.0,128.0,537.0,128.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,474.0,,,,,,,179.0,,313.0,,,,,,,,,,,,,,,
1,103,10302,entrées et plats composés,plats composés,,25195,"Parmentier de canard, préemballé",,608.0,146.0,608.0,146.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,
1,103,10302,entrées et plats composés,plats composés,,25587,"Parmentier de canard, préemballé, cuit",,699.0,168.0,699.0,168.0,,7.0,7.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,39.0,498.0,,,,14.0,,74.0,290.0,,296.0,,,,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25002,"Cassoulet, appertisé",,539.0,129.0,539.0,129.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,495.0,,,6.0,,,107.0,289.0,,388.0,,,0.0,,,,,,,,,,,30.0,
1,103,10303,entrées et plats composés,plats composés,,25003,"Choucroute garnie, préemballée",,454.0,109.0,454.0,109.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,633.0,,,,18.0,,,,,552.0,,0.0,0.0,0.0,,,,,,,,,,10.0,
1,103,10303,entrées et plats composés,plats composés,,25010,"Petit salé ou saucisse aux lentilles, préemballé",,494.0,118.0,494.0,118.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,1.0,,,,,,,,27.0,,20.0,610.0,,,2.0,,,145.0,167.0,,384.0,,,280.0,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25013,"Pot-au-feu, préemballé",,326.0,,326.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,304.0,,,6.0,,,,189.0,,130.0,,,718.0,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25065,Boeuf aux carottes,,406.0,,406.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,47.0,,,425.0,,,,,,95.0,119.0,,231.0,,0.0,456.0,0.0,,,,2.0,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25071,Potée auvergnate (chou et porc),,342.0,,342.0,,,6.0,6.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,28.0,,,,,,4.0,,,78.0,221.0,,356.0,,0.0,587.0,0.0,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25098,"Cassoulet au porc, appertisé",,552.0,132.0,552.0,132.0,,,,,,,,,,,,,,4.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,474.0,,,,,,,293.0,,500.0,,,,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25099,"Cassoulet au canard ou oie, appertisé",,672.0,161.0,672.0,161.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,570.0,,,,,,,307.0,,416.0,,,,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25103,Tomate farcie,,503.0,122.0,503.0,122.0,,,,2.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,42.0,,,,,,4.0,,,62.0,199.0,,280.0,,10.0,,,,,,7.0,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25106,"Chou farci, préemballé",,393.0,,393.0,,,,,2.0,,2.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,350.0,,,,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25111,"Chili con carne, préemballé",,494.0,118.0,494.0,118.0,,,,13.0,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,631.0,,,2.0,,,,282.0,,371.0,,,233.0,,,,,,,,,,,44.0,
1,103,10303,entrées et plats composés,plats composés,,25123,Moussaka,,610.0,147.0,610.0,147.0,76.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,31.0,,16.0,,,,,22.0,,150.0,576.0,,393.0,,37.0,150.0,,,,,,,,,,,10.0,
1,103,10303,entrées et plats composés,plats composés,,25124,Navarin d'agneau aux légumes,,554.0,133.0,554.0,133.0,,,,5.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,230.0,,260.0,,,846.0,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25159,Tajine de mouton,,550.0,132.0,550.0,132.0,73.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,583.0,,,2.0,,,102.0,211.0,1.0,394.0,3.0,4.0,700.0,,,,,,,,,,,24.0,
1,103,10303,entrées et plats composés,plats composés,,25164,Osso buco,,406.0,,406.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,234.0,,586.0,,0.0,481.0,0.0,,,,,,,,,,11.0,
1,103,10303,entrées et plats composés,plats composés,,25190,"Poulet basquaise, préemballé",,448.0,107.0,448.0,107.0,,,,,,2.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25204,"Tajine de poulet, préemballé",,534.0,127.0,534.0,127.0,,,,,,,,,,,,,,3.0,0.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,18.0,621.0,,,,17.0,,82.0,220.0,,466.0,,,152.0,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25205,"Chop suey (porc ou poulet), préemballé",,329.0,,329.0,,,5.0,5.0,,3.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,103,10303,entrées et plats composés,plats composés,,25511,Légumes farcis (sauf tomate),,292.0,,292.0,,,,,,3.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,,277.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,10082,Moules marinières (oignons et vin blanc),,388.0,92.0,388.0,92.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,10083,"Moules farcies (matière grasse, persillade…), préemballées, crues",,1170.0,284.0,1170.0,284.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,40.0,790.0,,,100.0,45.0,,180.0,180.0,30.0,430.0,2.0,209.0,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25037,"Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru",,441.0,105.0,441.0,105.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,,328.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25038,"Gratin ou cassolette de poisson et / ou fruits de mer, préemballé, cuit",,488.0,117.0,488.0,117.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,52.0,559.0,,,20.0,24.0,,120.0,180.0,,366.0,,,225.0,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25077,"Saumon à l'oseille, préemballé",,557.0,133.0,557.0,133.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25086,"Poisson blanc à la bordelaise, préemballé",,735.0,176.0,735.0,176.0,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,,,,,0.0,,,,,,,,,,,,,,51.0,,,724.0,,,92.0,,,162.0,317.0,,513.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25128,"Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé",,315.0,,315.0,,,,,,,2.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,28.0,,,506.0,,,71.0,,,99.0,348.0,,280.0,,,449.0,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25140,"Poisson blanc à la florentine (sauce aux épinards), préemballé",,420.0,100.0,420.0,100.0,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25141,"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé",,337.0,80.0,337.0,80.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25142,"Poisson blanc à la sauce moutarde, préemballé",,381.0,,381.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25143,"Poisson blanc à la parisienne (sauce aux champignons), préemballé",,335.0,,335.0,,,,,3.0,,,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25145,"Poisson blanc à l'estragon, préemballé",,325.0,,325.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25146,"Poisson blanc sauce oseille, préemballé",,478.0,114.0,478.0,114.0,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,40.0,572.0,,,44.0,27.0,,130.0,260.0,,350.0,,,0.0,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25210,"Saumon farci, préemballé",,945.0,227.0,945.0,227.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,25539,Brochette de poisson,,535.0,127.0,535.0,127.0,,18.0,18.0,,,,,,,,,,,,0.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,190.0,320.0,,223.0,,,,,,,,,,,,,,12.0,
1,103,10304,entrées et plats composés,plats composés,,25540,Brochette de crevettes,,396.0,,396.0,,75.0,,,,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,120.0,,100.0,,,,,,,153.0,169.0,,140.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,26054,"Poisson en sauce, surgelé",,551.0,132.0,551.0,132.0,75.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,164.0,331.0,,327.0,,19.0,0.0,,,,,0.0,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,26140,Poisson cuit (aliment moyen),,604.0,144.0,604.0,144.0,,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,114.0,,,,30.0,,228.0,347.0,,216.0,,,,,,,,,,,,,,,
1,103,10304,entrées et plats composés,plats composés,,26249,"Poisson blanc, cuit (aliment moyen)",,454.0,107.0,454.0,107.0,74.0,22.0,22.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,139.0,,,,27.0,,192.0,296.0,,354.0,,,,,,,,,,,,,,15.0,
1,103,10304,entrées et plats composés,plats composés,,26250,"Poisson blanc, de mer, cuit (aliment moyen)",,449.0,106.0,449.0,106.0,74.0,,,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,156.0,,,,,,189.0,294.0,,392.0,,,,,,,,,,,,,,,
1,103,10305,entrées et plats composés,plats composés,,25031,Paëlla,,621.0,148.0,621.0,148.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,482.0,,,4.0,,,90.0,148.0,,343.0,,5.0,125.0,,,,,,,,,,,,
1,103,10305,entrées et plats composés,plats composés,,25107,Couscous au poisson,,442.0,105.0,442.0,105.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,24.0,,,,10.0,23.0,,89.0,192.0,,337.0,,,1020.0,,,,,,,,,,,24.0,
1,103,10305,entrées et plats composés,plats composés,,25154,"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé",,491.0,117.0,491.0,117.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,31.0,,,897.0,,,20.0,,,90.0,190.0,,323.0,,16.0,,,,,,,,,,,,,
1,103,10305,entrées et plats composés,plats composés,,25456,Sushi ou Maki aux produits de la mer,,722.0,171.0,722.0,171.0,,,,,,,,,,,,,19.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,16.0,366.0,,,,14.0,,81.0,130.0,,218.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,8296,Terrine ou mousse de légumes,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,24.0,,132.0,232.0,,524.0,,20.0,,,,,,,,,,,,110.0,
1,103,10306,entrées et plats composés,plats composés,,8297,Flan de légumes,,,,,,68.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,153.0,,72.0,722.0,,,,12.0,,100.0,200.0,,354.0,,156.0,1790.0,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,20194,"Haricots blancs à la sauce tomate, appertisés",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,20240,"Piperade basquaise, préemballée",,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,643.0,,,,,,14.0,190.0,,300.0,,,1450.0,,,,,,,,,,,11.0,
1,103,10306,entrées et plats composés,plats composés,,20262,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",,341.0,,341.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,500.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,20273,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,20274,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,239.0,,,,,,,,,167.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,20498,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,188.0,,,,,,,,,134.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25018,"Ratatouille cuisinée, préemballée",,,,,,88.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,22.0,295.0,,369.0,,10.0,373.0,0.0,,,,,,,,,,18.0,
1,103,10306,entrées et plats composés,plats composés,,25026,"Épinards à la crème, préemballés",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25052,"Gratin d'aubergine, préemballé",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25056,Gratin dauphinois,,,,,,,,,,,,,,,,,,12.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,219.0,,325.0,,49.0,11.0,0.0,,,,,,,,,,7.0,0.0
1,103,10306,entrées et plats composés,plats composés,,25073,Endive au jambon,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,486.0,,,,,,146.0,104.0,,259.0,,,291.0,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25101,"Gratin de chou-fleur, préemballé",,,,,,,3.0,3.0,,,,,,,,,,,,,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,147.0,,420.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25162,Gratin de légumes,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,228.0,,,567.0,,,,,,,,,,,41.0,
1,103,10306,entrées et plats composés,plats composés,,25196,"Riste d'aubergines (aubergines, tomates, oignons), préemballée",,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25199,"Palet ou galette de légumes, préfrit, surgelé",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25208,"Palet ou galette de légumes, préfrit, surgelé, cuit",,,,,,,,,,,3.0,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,40.0,482.0,,,,16.0,,58.0,250.0,,301.0,,,986.0,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25220,"Choucroute, sans garniture, égouttée, cuite",,310.0,,310.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,43.0,731.0,,,,,,15.0,83.0,,505.0,,,,,,31.0,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25524,"Tomate à la provençale, fait maison",,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,4.0,,23.0,,,,,,,33.0,247.0,,188.0,,11.0,1480.0,,,,,,,,,,,,0.0
1,103,10306,entrées et plats composés,plats composés,,25556,Beignet de légumes,,,,,,,,,23.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,209.0,,275.0,,,197.0,,,,,,,,,,,43.0,
1,103,10306,entrées et plats composés,plats composés,,25571,"Falafel ou Boulette de pois-chiche et/ou fève, frite",,1050.0,252.0,1050.0,252.0,48.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,57.0,689.0,,,,51.0,,180.0,390.0,,640.0,,0.0,35.0,,,10.0,,,,,,,,105.0,0.0
1,103,10306,entrées et plats composés,plats composés,,25588,"Gratin de légumes en sauce blanche type béchamel, cuit",,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,37.0,,84.0,441.0,,,,13.0,,88.0,190.0,,255.0,,,609.0,,,,,,,,,,,,
1,103,10306,entrées et plats composés,plats composés,,25590,"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",,881.0,211.0,881.0,211.0,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,57.0,553.0,,,,40.0,,99.0,340.0,,347.0,1.0,,,,,,,,,,,,,,
1,103,10307,entrées et plats composés,plats composés,,9082,"Blé dur précuit cuisiné, en sachet micro-ondable",,791.0,188.0,785.0,186.0,57.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0,,,,0.0,,,,,,,3.0,0.0,,118.0,0.0
1,103,10307,entrées et plats composés,plats composés,,9083,"Blé dur précuit, grains entiers, cuisiné, à poêler",,1460.0,344.0,1440.0,340.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,
1,103,10307,entrées et plats composés,plats composés,,25019,"Ravioli à la viande, sauce tomate, appertisé",,401.0,,401.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,542.0,,,,,,,169.0,,382.0,,0.0,150.0,,,,,,,,,,,3.0,
1,103,10307,entrées et plats composés,plats composés,,25081,Lasagnes ou cannelloni à la viande (bolognaise),,562.0,134.0,562.0,134.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21.0,,,194.0,,385.0,,12.0,107.0,,,,,,,,,,,,
1,103,10307,entrées et plats composés,plats composés,,25085,"Pâtes à la bolognaise (spaghetti, tagliatelles…)",,487.0,116.0,487.0,116.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,11.0,,14.0,,,,5.0,,,,176.0,,329.0,,0.0,150.0,0.0,,,,,,,,,,,
1,103,10307,entrées et plats composés,plats composés,,25088,Riz cantonais,,691.0,164.0,691.0,164.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,592.0,,,2.0,,,,78.0,,361.0,,4.0,60.0,,,,,,,,,,,33.0,
1,103,10307,entrées et plats composés,plats composés,,25110,"Ravioli chinois à la vapeur à la crevette, cuit",,798.0,190.0,798.0,190.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,31.0,437.0,,,,12.0,,65.0,56.0,,383.0,,,,,,,,,,,,,,,
1,103,10307,entrées et plats composés,plats composés,,25122,Gratin de pâtes,,750.0,179.0,750.0,179.0,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,116.0,,,,,20.0,,137.0,124.0,,340.0,,67.0,0.0,,,,,,,,,,,6.0,
1,103,10307,entrées et plats composés,plats composés,,25131,"Lasagnes ou cannellonis aux légumes, préemballées, cuits",,431.0,103.0,431.0,103.0,74.0,,,11.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,
