alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"energie, règlement ue n° 1169/2011 (kj/100 g)","energie, règlement ue n° 1169/2011 (kcal/100 g)","energie, n x facteur jones, avec fibres  (kj/100 g)","energie, n x facteur jones, avec fibres  (kcal/100 g)",eau (g/100 g),"protéines, n x facteur de jones (g/100 g)","protéines, n x 6.25 (g/100 g)",glucides (g/100 g),lipides (g/100 g),sucres (g/100 g),fructose (g/100 g),galactose (g/100 g),glucose (g/100 g),lactose (g/100 g),maltose (g/100 g),saccharose (g/100 g),amidon (g/100 g),fibres alimentaires (g/100 g),polyols totaux (g/100 g),cendres (g/100 g),alcool (g/100 g),acides organiques (g/100 g),ag saturés (g/100 g),ag monoinsaturés (g/100 g),ag polyinsaturés (g/100 g),"ag 4:0, butyrique (g/100 g)","ag 6:0, caproïque (g/100 g)","ag 8:0, caprylique (g/100 g)","ag 10:0, caprique (g/100 g)","ag 12:0, laurique (g/100 g)","ag 14:0, myristique (g/100 g)","ag 16:0, palmitique (g/100 g)","ag 18:0, stéarique (g/100 g)","ag 18:1 9c (n-9), oléique (g/100 g)","ag 18:2 9c,12c (n-6), linoléique (g/100 g)","ag 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","ag 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","ag 20:5 5c,8c,11c,14c,17c (n-3) epa (g/100 g)","ag 22:6 4c,7c,10c,13c,16c,19c (n-3) dha (g/100 g)",cholestérol (mg/100 g),sel chlorure de sodium (g/100 g),calcium (mg/100 g),chlorure (mg/100 g),cuivre (mg/100 g),fer (mg/100 g),iode (µg/100 g),magnésium (mg/100 g),manganèse (mg/100 g),phosphore (mg/100 g),potassium (mg/100 g),sélénium (µg/100 g),sodium (mg/100 g),zinc (mg/100 g),rétinol (µg/100 g),beta-carotène (µg/100 g),vitamine d (µg/100 g),vitamine e (mg/100 g),vitamine k1 (µg/100 g),vitamine k2 (µg/100 g),vitamine c (mg/100 g),vitamine b1 ou thiamine (mg/100 g),vitamine b2 ou riboflavine (mg/100 g),vitamine b3 ou pp ou niacine (mg/100 g),vitamine b5 ou acide pantothénique (mg/100 g),vitamine b6 (mg/100 g),vitamine b9 ou folates totaux (µg/100 g),vitamine b12 (µg/100 g)
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31072,Chocolat noir fourrage confiseur à la menthe,,,,,,,,,,16.0,69.0,9.0,,,,,,,4.0,,,0.0,,11.0,,,,,,,,,,,,,,,,,,,14.0,,,3.0,,48.0,,70.0,150.0,,,,,,,,,,,,,,,,,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31073,Barre goûter frais au lait et chocolat,,,,,,,,,41.0,,,,,,,,,,,,,0.0,,17.0,,,,,,,,,,,,,,,,,,,323.0,,,,,45.0,,270.0,,,68.0,,,,,,,,,,,,,,,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31074,"Chocolat noir à 70% cacao minimum, extra, dégustation, tablette",,2450.0,591.0,2450.0,591.0,,,,,,,,,,,,,,,,,0.0,,,14.0,,,,,,,,12.0,,,,,,,,,,62.0,,,11.0,,200.0,,280.0,750.0,,8.0,3.0,,,,,,,,,,,,,52.0,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31079,Chocolat au lait fourré,,,,,,,,,,45.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31080,"Chocolat noir fourré praliné, tablette",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,70.0,,,,,110.0,,180.0,400.0,,,,,,,,,,,,,,,,,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31084,"Chocolat au lait fourré au praliné, tablette",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,150.0,151.0,,,,70.0,,210.0,420.0,,,,,,,,,,,,,,,,,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31085,"Chocolat noir à 40% de cacao minimum, à pâtisser, tablette",,,,,,,,,,,,,,,,,,0.0,,,,0.0,,22.0,,,,,,,,,,,,,,,,,,,46.0,,,,,130.0,,186.0,300.0,,,,0.0,54.0,0.0,,,,,,,,,,12.0,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31091,Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,128.0,,,,,,,,,,,,,,,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31098,Barre chocolat au lait avec nougat,,2220.0,532.0,2220.0,532.0,,,,,29.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,150.0,110.0,,,,50.0,,160.0,260.0,,,,,,,,,,,,,,,,,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31099,Barre goûter frais au lait et chocolat avec génoise,,,,,,,,,39.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,174.0,,,,10.0,,,157.0,296.0,,,,,23.0,,,,,,,,,,,,
7,702,0,produits sucrés,chocolats et produits à base de chocolat,,31120,"Chocolat, en tablette (aliment moyen)",,2320.0,557.0,2320.0,557.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,130.0,124.0,,,,109.0,,238.0,562.0,,,,,,,,,,,,,,,,,
7,703,0,produits sucrés,confiseries non chocolatées,,31003,"Bonbons, tout type",,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,12.0,,,15.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,703,0,produits sucrés,confiseries non chocolatées,,31007,"Chewing-gum, sucré",,1580.0,372.0,1580.0,372.0,3.0,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,18.0,,,,,340.0,,,,,,,0.0,,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,703,0,produits sucrés,confiseries non chocolatées,,31014,Pâte de fruits,,1420.0,336.0,1420.0,336.0,15.0,,,,,,,,11.0,,,41.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,25.0,,,,,18.0,,44.0,170.0,,31.0,,0.0,,,,,,,,,,,,12.0,0.0
7,703,0,produits sucrés,confiseries non chocolatées,,31021,Zeste d'orange confit,,,,,,16.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,65.0,,,,,,,5.0,24.0,,27.0,,0.0,120.0,0.0,0.0,,,3.0,,,,,0.0,0.0,
7,703,0,produits sucrés,confiseries non chocolatées,,31023,Marron glacé,,1370.0,324.0,1370.0,324.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,54.0,,32.0,,,,,,,,,,,,,,,
7,703,0,produits sucrés,confiseries non chocolatées,,31027,Fruit confit,,1270.0,298.0,1270.0,298.0,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,71.0,,,,,,,,40.0,,56.0,,0.0,,,,,,,,,,,,,
7,703,0,produits sucrés,confiseries non chocolatées,,31033,Nougat ou touron,,,,,,1.0,,,,,58.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,173.0,,,,,54.0,,265.0,377.0,,1.0,,0.0,0.0,0.0,,,,0.0,,,,,,26.0,
7,703,0,produits sucrés,confiseries non chocolatées,,31036,Dragée amande,,,,,,,5.0,5.0,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,91.0,,,,,48.0,,165.0,244.0,,67.0,,0.0,0.0,0.0,,,,0.0,,,,,,16.0,
7,703,0,produits sucrés,confiseries non chocolatées,,31050,Guimauve ou marshmallow,,,,,,,,,,,,,,,,,40.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,3.0,,,,,,,8.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,1.0,0.0
7,703,0,produits sucrés,confiseries non chocolatées,,31054,"Chewing-gum, sans sucre",,955.0,228.0,955.0,228.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,3700.0,,,,,130.0,,60.0,73.0,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,0.0
7,703,0,produits sucrés,confiseries non chocolatées,,31059,Bonbon dur et sucette,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,3.0,,,,,3.0,,3.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
7,703,0,produits sucrés,confiseries non chocolatées,,31060,Bonbon gélifié,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,2.0,,,85.0,,,,,,0.0,0.0,,,,,,,,,,
7,703,0,produits sucrés,confiseries non chocolatées,,31081,"Bonbon au caramel, mou",,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,364.0,,,,,,,154.0,,182.0,,,,,,,,,,,,,,,
7,703,0,produits sucrés,confiseries non chocolatées,,31092,Calissons d'Aix en Provence,,1850.0,440.0,1850.0,440.0,10.0,,,,18.0,,,,,,,,,,,,0.0,,,12.0,,,,,,,,,,,,,,,,,,81.0,,,,,67.0,,160.0,210.0,,12.0,,,249.0,,,,,,,,,,,29.0,
7,703,0,produits sucrés,confiseries non chocolatées,,31093,"Guimauve ou marshmallow, enrobé de chocolat",,,,,,14.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,
7,703,0,produits sucrés,confiseries non chocolatées,,31094,Bonbon dur au caramel,,,,,,,,,,6.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,
7,703,0,produits sucrés,confiseries non chocolatées,,31121,"Chewing-gum, teneur en sucre inconnue (aliment moyen)",,1180.0,279.0,1180.0,279.0,,,,,,24.0,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,2400.0,,,,,204.0,,,,,,,0.0,,,,,,,,,,,,,0.0
7,704,0,produits sucrés,confitures et assimilés,,30999,"Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen)",,966.0,228.0,966.0,228.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31006,"Confiture ou Marmelade, tout type de fruits (aliment moyen)",,1060.0,249.0,1060.0,249.0,39.0,,,,,59.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31024,Confiture de fraise (extra ou classique),,1060.0,251.0,1060.0,251.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,10.0,77.0,,7.0,,,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31037,Confiture d'abricot (extra ou classique),,1050.0,247.0,1050.0,247.0,,,,,,,13.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,110.0,,5.0,,0.0,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31038,Confiture de cerise (extra ou classique),,,,,,,,,,,60.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,16.0,110.0,,7.0,,,,,,,,,,,,,,6.0,
7,704,0,produits sucrés,confitures et assimilés,,31039,Marmelade d'orange,,1050.0,246.0,1050.0,246.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,33.0,,,,,,,,49.0,,6.0,,0.0,,,,,,,,,,,,,0.0
7,704,0,produits sucrés,confitures et assimilés,,31040,Confiture de lait,,,,,,,,,58.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,23.0,,211.0,,,,,22.0,,193.0,350.0,,109.0,,73.0,,,,,,,,,,,,11.0,
7,704,0,produits sucrés,confitures et assimilés,,31053,Confiture de prune (extra ou classique),,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31062,Confiture de framboise (extra ou classique),,,,,,,,,61.0,,,19.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,100.0,,5.0,,,,,,2.0,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31068,Confiture de myrtilles (extra ou classique),,1040.0,246.0,1040.0,246.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31082,Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures),,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31086,Gelée de fruits divers (extra ou classique),,,,,,,,,,,,19.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31095,Gelée de groseille (extra ou classique),,1050.0,246.0,1050.0,246.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,
7,704,0,produits sucrés,confitures et assimilés,,31110,"Confiture, tout type de fruits, allégée en sucres (extra ou classique)",,689.0,162.0,689.0,162.0,,,,38.0,,38.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,12.0,110.0,,9.0,,,122.0,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7225,Pain brioché ou viennois,,1500.0,356.0,1480.0,352.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,915.0,,1.0,,,,122.0,163.0,,525.0,,24.0,63.0,,,,,,,,,,,44.0,
7,705,0,produits sucrés,viennoiseries,,7600,Viennoiserie (aliment moyen),,1590.0,380.0,1590.0,379.0,,,,,,,,,,,,,31.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,679.0,,,,,,,142.0,,417.0,,,114.0,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7602,"Croissant, sans précision",,1570.0,375.0,1560.0,372.0,,,,,20.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,91.0,172.0,,450.0,,,70.0,,,,,0.0,,,,,,56.0,0.0
7,705,0,produits sucrés,viennoiseries,,7615,"Croissant ordinaire, artisanal",,1720.0,412.0,1710.0,410.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,21.0,845.0,,,,17.0,,88.0,130.0,,523.0,,,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7620,"Croissant au beurre, artisanal",,1760.0,420.0,1750.0,418.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,22.0,723.0,,,,15.0,,78.0,120.0,,463.0,,200.0,53.0,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7650,"Croissant aux amandes, artisanal",,1860.0,446.0,1850.0,444.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,174.0,,317.0,,111.0,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7710,"Pain au lait, artisanal",,1600.0,382.0,1590.0,379.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,58.0,,,791.0,,,,,,114.0,171.0,,438.0,,44.0,,,,,,0.0,,,,,,46.0,
7,705,0,produits sucrés,viennoiseries,,7711,"Pain au lait, préemballé",,1510.0,359.0,1510.0,359.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,106.0,,,725.0,,,,,,101.0,142.0,,423.0,,,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7712,"Pain au lait aux pépites de chocolat, préemballé",,1550.0,369.0,1550.0,369.0,,,,52.0,,18.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,60.0,622.0,,2.0,,28.0,,120.0,180.0,,371.0,,,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7720,Pain aux raisins (viennoiserie),,1400.0,333.0,1390.0,331.0,,,,,9.0,,,,,,,,26.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,100.0,278.0,,280.0,,36.0,,,,,,0.0,,,,,,132.0,
7,705,0,produits sucrés,viennoiseries,,7730,"Pain au chocolat feuilleté, artisanal",,1770.0,423.0,1760.0,421.0,20.0,,,,,,,,,,,,,3.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,23.0,655.0,,,,29.0,,95.0,160.0,,392.0,,166.0,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7733,"Pain au chocolat, préemballé",,1780.0,425.0,1770.0,423.0,19.0,,,,,,,,,,,,,3.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,91.0,690.0,,,,32.0,,93.0,150.0,,441.0,,,335.0,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7735,"Brioche (ou briochettes) aux pépites de chocolat, préemballée",,1460.0,348.0,1460.0,348.0,24.0,,,,,17.0,,,,,,,29.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,52.0,631.0,,,,31.0,,110.0,170.0,,376.0,,,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7737,Brioche fourrée au chocolat,,1480.0,351.0,1480.0,351.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7738,"Brioche fourrée aux fruits, préemballée",,1450.0,346.0,1450.0,346.0,,,,,,,,,6.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,400.0,,,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7739,"Brioche fourrée crème pâtissière (type ""chinois""), préemballée",,1270.0,300.0,1270.0,300.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7740,"Brioche, préemballée",,1490.0,354.0,1490.0,354.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,1.0,32.0,689.0,,,,18.0,,91.0,120.0,,401.0,,,158.0,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7741,"Brioche, sans précision",,1680.0,401.0,1680.0,401.0,,,,46.0,,,3.0,,,,1.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,138.0,178.0,,451.0,,,240.0,,,,,,,,,,,53.0,
7,705,0,produits sucrés,viennoiseries,,7742,"Brioche, de boulangerie traditionnelle",,1570.0,374.0,1570.0,374.0,,,,,,,,,,,,,38.0,3.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,99.0,,30.0,809.0,,,10.0,,,140.0,198.0,,590.0,,63.0,58.0,,,,,,,,,,,42.0,
7,705,0,produits sucrés,viennoiseries,,7744,"Couronne de Noël (Brioche) aux fruits confits, préemballée",,1490.0,355.0,1490.0,355.0,25.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,7745,"Brioche pur beurre, préemballée",,1540.0,366.0,1540.0,366.0,24.0,8.0,8.0,,14.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,105.0,,30.0,667.0,,,,19.0,,96.0,110.0,,384.0,,105.0,132.0,,,,,,,,,,,,
7,705,0,produits sucrés,viennoiseries,,23467,Chouquette,,1590.0,381.0,1590.0,381.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,191.0,,36.0,697.0,,,,,,113.0,107.0,16.0,433.0,,150.0,,,,,,0.0,,,,,,,
7,705,0,produits sucrés,viennoiseries,,23480,Chausson aux pommes,,1410.0,338.0,1410.0,338.0,,,,,,,,,,,2.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,10.0,,150.0,106.0,,340.0,,99.0,,,,,,,,,,,,,0.0
7,706,0,produits sucrés,biscuits sucrés,,7412,"Tartine craquante, extrudée et grillée, fourrée au chocolat",,,,,,,,,,16.0,,,,,,,,,,,,0.0,0.0,,5.0,6.0,,,,,,,,,,,,,,,,,173.0,394.0,,,,,,190.0,411.0,,134.0,,,,,,,,,,,,,,35.0,
7,706,0,produits sucrés,biscuits sucrés,,7413,"Tartine craquante, extrudée et grillée, fourrée aux fruits",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,145.0,253.0,,,,,,129.0,160.0,,169.0,,,,,,,,,,,,,,30.0,
7,706,0,produits sucrés,biscuits sucrés,,23027,Macaron sec,,,,,,,,,,,74.0,,,,,,,,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,706,0,produits sucrés,biscuits sucrés,,24000,"Biscuit sec, sans précision",,,,,,,,,65.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,65.0,,,,,,,16.0,,152.0,129.0,24.0,252.0,,0.0,0.0,,,,,0.0,,,,,,14.0,
7,706,0,produits sucrés,biscuits sucrés,,24001,Biscuit sec nature,,,,,,,,,70.0,,,0.0,,0.0,0.0,,,32.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,3.0,,,,,,,,,150.0,125.0,,334.0,,0.0,0.0,0.0,,,,0.0,,,,,,,
7,706,0,produits sucrés,biscuits sucrés,,24002,Biscuit sec à teneur garantie en vitamines,,,,,,,,,,,,,,,,,,49.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,54.0,,149.0,275.0,6.0,,,,,,,,,3.0,,,,,,212.0,
7,706,0,produits sucrés,biscuits sucrés,,24003,Biscuit sec à teneur garantie en vitamines et minéraux,,,,,,,,,,,,,,,,,,39.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,195.0,,213.0,256.0,8.0,177.0,,,,,,,,,,,,,,157.0,
7,706,0,produits sucrés,biscuits sucrés,,24004,"Biscuit sec aux fruits, hyposodé",,,,,,5.0,,,,,,,,,,,,,6.0,,1.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,45.0,,,,12.0,40.0,,160.0,325.0,,15.0,,1.0,7.0,,,,,0.0,,,,,,435.0,
7,706,0,produits sucrés,biscuits sucrés,,24005,"Biscuit sec aux fruits hyposodé, sans sucres ajoutés",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,30.0,,170.0,350.0,,137.0,,,,,5.0,,,,,,5.0,,,95.0,
7,706,0,produits sucrés,biscuits sucrés,,24007,"Biscuit sec croquant au chocolat, allégé en matière grasse",,,,,,,7.0,7.0,69.0,11.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,90.0,,,,,870.0,,,,,,,,,,,,,,,
7,706,0,produits sucrés,biscuits sucrés,,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse",,,,,,,,,,,,,,,,,23.0,,3.0,,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,13.0,,59.0,206.0,,,,,,94.0,152.0,,230.0,,,,,,,,,,,,,,,
7,706,0,produits sucrés,biscuits sucrés,,24009,Spéculoos,,,,,,,,,69.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,,,,,,,,,,,,,,,
7,706,0,produits sucrés,biscuits sucrés,,24010,"Biscuit sec, avec matière grasse végétale",,,,,,,,,,,,,,,,,,,4.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,142.0,,,289.0,,,,,,,,,,,,,,,
